seat_won,member,donor_name,tot_from_donor,tot_to_candidate,party,counties,term_start,house_district,senate_district
Representative District 102,Becky Carney,Nexsen Pruet NC PAC,250,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Orthocarolina PA Federal PAC,1000,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Planned Parenthood Action PAC NC,500,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Providence Anesthesiology Associates PA Federal PAC,6000,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Truist NC PAC,2500,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Waste Management Employees Better Government Fund,500,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,WBTV - Gray Television,2.5,111160,D,Mecklenburg,2003,102,NA
Representative District 102,Becky Carney,Wells Fargo and Company NC Employees Good Government Fund,1000,111160,D,Mecklenburg,2003,102,NA
Representative District 103,Rachel Hunt,Allies for Educational Equity,250,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Atrium Health Employees NC PAC,1500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Canal Partners Media LLC,16380.82,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Committee to Re-elect Becky Carney,250,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Democratic Women of Mecklenburg County,3650,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Eastern Band of Cherokee Indians,5400,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Emily's List,5400,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,End Citizens United,1000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Future Now Fund PAC,5400,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Harrison for House,500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Jeff Jackson for NC Senate,1000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Lillian's List PAC,2500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Lofton for NC,250,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Marcia Morey Campaign,1000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,McCready for Congress,149.56,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,McGuireWoods Federal PAC Fund,1000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Metrolina Area Radiologists for Quality in Medicine PAC,2000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,National Democratic Redistricting PAC,5400,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Association of Educators,500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Association of Electric Cooperatives Rural Electric Action Program,900,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Association of Realtors PAC,5400,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Chapter National Association of Social Workers PAC,500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Democratic Party,2467.74,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC Home Builders Association PAC,500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC House Democratic Caucus,222658.66,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,NC State Optometric Society PAC,200,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,"PepsiCo, Inc Concerned Citizens Fund",250,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Planned Parenthood Action PAC NC,1500,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,State Employees Association of NC PAC,1000,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,The UPS Store,10.09,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Vantiv,1.16,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 103,Rachel Hunt,Vote Tripling PAC,54.04,857341,D,Mecklenburg,1-Jan-19,103,NA
Representative District 104,Brandon Lofton,Atrium Health Employees NC PAC,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Coca-Cola Consolidated Inc PAC,250,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Committee to Elect Aimy Steele,100,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Committee to Elect Greg Phipps Charlotte City Council District 4,150,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Committee to Elect Rob Hillman,350,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Credit Union PAC of NC,250,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Democracy Engine Inc PAC,115.72,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Democratic Women of Mecklenburg County,2000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Duke Energy Corp PAC,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,End Citizens United,5400,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Future Now Fund PAC,5400,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Jeff Jackson for NC Senate,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,McGuireWoods Federal PAC Fund,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,National Democratic Redistricting PAC,5400,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Association of Educators,500,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Association of Electric Cooperatives Rural Electric Action Program,700,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Association of Realtors PAC,3000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Democratic Party,61476.45,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Dental Society PAC,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Health Care Facilities Association PAC,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Home Builders Association PAC,750,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC Merchants PAC Inc,250,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,NC National Organization for Women,75,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Providence Anesthesiology Associates PA Federal PAC,5000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,Scope Anesthesia PAC,5000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,State Employees Association of NC PAC,500,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 104,Brandon Lofton,The Collective PAC,1000,306469,D,Mecklenburg,1-Jan-19,104,NA
Representative District 105,"Wesley Harris, PhD",Alexander County Democratic Executive Committee,200,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Atrium Health Employees NC PAC,1000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Brian Turner for NC House,2000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Committee to Re-elect Becky Carney,250,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Credit Union PAC of NC,250,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Democratic Women of Mecklenburg County,2000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Duke Energy Corp PAC,1000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Eastern Band of Cherokee Indians,6000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Future Now Fund PAC,5400,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Jeff Jackson for NC Senate,1000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",McGuireWoods Federal PAC Fund,500,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",National Democratic Redistricting PAC,5400,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC Association of Educators,345,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC Association of Electric Cooperatives Rural Electric Action Program,900,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC Association of Realtors PAC,8400,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC Democratic Party,58618.02,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC Merchants PAC Inc,250,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",NC State Optometric Society PAC,200,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Orthocarolina PA Federal PAC,1500,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Planned Parenthood Action PAC NC,500,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Providence Anesthesiology Associates PA Federal PAC,2000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Scope Anesthesia PAC,1000,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 105,"Wesley Harris, PhD",Way to Lead North Carolina,9800,210638,D,Mecklenburg,1-Jan-19,105,NA
Representative District 106,Carla D. Cunningham,Apartment Association of North Carolina,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Astellas US LLC PAC,250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Atrium Health Employees NC PAC,2500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Blue Cross & Blue Shield of NC Employees PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Carolinas Association of General Contractors Inc NC PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Centene Corporation PAC,1250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Charter Communications NC PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Committee to Elect Wayne Sasser,0.25,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Duke Energy Corp PAC,7900,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Emergeortho PA PAC,1500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Exxon Mobile,0.43,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,GlaxoSmithKline LLC PAC,250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Health Network Solutions PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Independent Insurance Agents of NC,26.8,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,McGuireWoods Federal PAC Fund,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,"Merck & Co., Inc Employees PAC",500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Mohammed for North Carolina,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Academy of Physician Assistants,250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC American Nurses Association PAC,5500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Assisted Living Association PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Association of Electric Cooperatives Rural Electric Action Program,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Association of Nurse Anesthetists,2250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Beer & Wine Wholesalers Association PAC,1500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC College of Emergency Physicians PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Democratic Party,467.74,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Dental Society PAC,2000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Health Care Facilities Association PAC,2000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Home Builders Association PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Hospital Association PAC,3500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Medical Society State PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Merchants PAC Inc,250,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Nurse Midwives PAC,350,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Orthopaedic Association PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,NC Society of Eye Physicians & Surgeons PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Orthocarolina PA Federal PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Planned Parenthood Action PAC NC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Sam's Club,14.87,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Shell Gas,0.2,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Southern States Police Benevolent Association PAC,2500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,State Employees Association of NC PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,UnitedHealth Group Inc PAC,2000,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,US Acute Care Solutions PAC,500,63488,D,Mecklenburg,2013,106,NA
Representative District 106,Carla D. Cunningham,Wake Emergency Physicians PA PAC,1000,63488,D,Mecklenburg,2013,106,NA
Representative District 107,"Kelly M. Alexander, Jr.",AT&T NC PAC,500,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",Credit Union PAC of NC,2500,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",CSX Good Government Fund,250,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",Democracy Engine Inc PAC,96.05,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",Duke Energy Corp PAC,1000,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",McGuireWoods Federal PAC Fund,750,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",NC Association of Electric Cooperatives Rural Electric Action Program,1000,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",NC Association of Realtors PAC,3000,19969,D,Mecklenburg,2009,107,NA
Representative District 107,"Kelly M. Alexander, Jr.",NC Association of Student Financial Aid Administrators PAC,4000,19969,D,Mecklenburg,2009,107,NA
